identifier,path,gcp_file_id,folder_name,author_subject,type,Years,gcp_folder_id,file_name,ocr_writen_on,ocr_writen_by,ocr_main_content,ocr_additional_content,ocr_writen_on_coords,ocr_writen_by_coords,ocr_main_content_coords,ocr_additional_content_coords,paragraphs_detection_successes,ocr_all_text_preprocess,ocr_all_text_no_preprocess,ocr_main_content_all_text_preprocess,ocr_main_content_all_text_no_preprocess,years,gcp_image_link,gcp_folder_link,is_handwritten
IDGNAZIM000178,"\CD00085 גורי, חיים - גורי, חיים\2123.tif",1_7u9X7RNEyS6stee49xJw3hVr6JL2y9H,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2123.tif,"ורי, חיים",--------,"למרחב, 3.1.1956, עמ"" 2","ורי, חיים
--------
","962,63 1191,63 962,127 1191,127","962,63 1191,63 962,127 1191,127","512,603 986,603 512,798 986,798","962,63 1191,63 962,127 1191,127",TRUE,"גורי, חיים - עפלוסה עטר העיקרים (סה אופרים) חתום הגי | למרחב, 3.1.1956, עמ"" 2 ","גורי, חיים ידדהה שלושה עשר העיקרים (מה אומרים) חתום תחגי | למרחב, 3.1.1956, עמ"" 2 ","אופרים) חתום הגי | למרחב, 3.1.1956, עמ"" 2 ","מה אומרים) חתום תחגי | למרחב, 3.1.1956, עמ"" 2 ",,https://drive.google.com/file/d/1_7u9X7RNEyS6stee49xJw3hVr6JL2y9H,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000179,"\CD00085 גורי, חיים - גורי, חיים\2099.tif",1wllh7ck7E89pUyIAqO9iBp3V3E0ODFls,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2099.tif,"גורי,חיים",,"ל -כרהב,0-ר2,179..0.1כ. 7","""קירה וניגם הגווע""
","926,137 1164,137 926,208 1164,208",,"740,648 1268,648 740,720 1268,720","406,388 818,388 406,450 818,450",TRUE,"וגורי ,הי ר כו קירה וניגם הגווע"" [כר ווכריב,וה ום:דגי 2 ל - כרהב,0-ר2,179..0.1כ. 7 ","""סירת האבם הבווע"" [ מה אוסרים,ותום:הבי| למרחב,19.10.1960,פמ. 8 ","ווע"" [כר ווכריב,וה ום:דגי 2 ל - כרהב,0-ר2,179..0.1כ. 7 ","ם,ותום:הבי| למרחב,19.10.1960,פמ. 8 ",,https://drive.google.com/file/d/1wllh7ck7E89pUyIAqO9iBp3V3E0ODFls,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000180,"\CD00085 גורי, חיים - גורי, חיים\2118.tif",1N0CrQ6N0bCPRtSg4fyjUslocqJ5QOWI7,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2118.tif,י.,"גורי, חיים","דבר, 6"" תשרי תשל""ו,(1,10.76),תם7 2","שלוט טנים

/ חתום חגור /\
","784,84 1015,84 784,148 1015,148","784,84 1015,84 784,148 1015,148","233,581 947,581 233,766 947,766","290,216 830,216 290,392 830,392",TRUE,"י. גורי, חיים שלוט טנים / חתום חגור /\ דבר, 6"" תשרי תשל""ו,(1,10.76),תם7 2 ","גורי, חִיים שלוש שנים / חתום חגור / דבר, ט"" תשרי תשל""ז,(3,10,76),עַמ"" 2 "," דבר, 6"" תשרי תשל""ו,(1,10.76),תם7 2 ","ר, ט"" תשרי תשל""ז,(3,10,76),עַמ"" 2 ",,https://drive.google.com/file/d/1N0CrQ6N0bCPRtSg4fyjUslocqJ5QOWI7,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000181,"\CD00085 גורי, חיים - גורי, חיים\2097.tif",1VqkfLygxzzQtvf2up55PKJ1q0QTi5252,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2097.tif,"גורי, חייט",4,"גהירים מתוך יומן לילי0/6049 58]. 9-2 אאלנתמשח, גליון 8, תטי""ב, עס' 4","גורי, חייט
4
","855,90 1124,90 855,163 1124,163","855,90 1124,90 855,163 1124,163","390,219 1164,219 390,422 1164,422","855,90 1124,90 855,163 1124,163",TRUE,"שירים סתוך יומן לילי 2/0049 2.158 9-4 אארנת משח, גליון 8, תטי""ב, עס' 4 ","בורי, חיים שירים מתוך יומן לילי 004 1 08 - 99-02 שהמנ משא, גלירן 8, תשי""ב, עס' 4 ","049 2.158 9-4 אארנת משח, גליון 8, תטי""ב, עס' 4 ","מן לילי 004 1 08 - 99-02 שהמנ משא, גלירן 8, תשי""ב, עס' 4 ",,https://drive.google.com/file/d/1VqkfLygxzzQtvf2up55PKJ1q0QTi5252,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000182,"\CD00085 גורי, חיים - גורי, חיים\2098.tif",1wUa4_CglIFvKLxp6Fc3at7TXKMvT1r59,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2098.tif,"גורי,.חיים",טסשירים עלי ועליהם,"גורי,.חייםטסשירים עלי ועליהםוצירןידיטות אחרונות.ספרוה.ה ריון תש""ן20.,5.1000צְמרכ",,"3,0 1169,0 3,746 1169,746","3,0 1169,0 3,746 1169,746","3,0 1169,0 3,746 1169,746",,TRUE,"גורי,.חיים טסשירים עלי ועליהם וצירן ידיטות אחרונות.ספרוה.ה ריון תש""ן20.,5.1000 צְמרכ ","גורי.חיים שירים עלי ועליהם | שירן ידיצות אחרונות.ספרות,.ה סיון תש""ן29.5,1990 עמך2 ","ם וצירן ידיטות אחרונות.ספרוה.ה ריון תש""ן20.,5.1000 צְמרכ "," שירן ידיצות אחרונות.ספרות,.ה סיון תש""ן29.5,1990 עמך2 ",,https://drive.google.com/file/d/1wUa4_CglIFvKLxp6Fc3at7TXKMvT1r59,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000183,"\CD00085 גורי, חיים - גורי, חיים\2101.tif",1ydJG4VHctwRtrjxd2n2gjEeyjSm1wFWQ,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2101.tif,כו,1,: [| 2/3תעל 2ב כ,"/
, (01ך
","771,319 1094,319 771,496 1094,496","771,319 1094,319 771,496 1094,496","360,341 766,341 360,625 766,625","788,660 1230,660 788,827 1230,827",TRUE,"290, 01% | (5 כו 4 תעל - 1 ית כן 0 כ] \יייכ, 1395 68א 2 ","0 7 | 2 / 92 2ן לו ל 3 בחתק, אק | 16 2 = )א 0 ","5 כו 4 תעל - 1 ית כן 0 כ] \יייכ, 1395 68א 2 "," 2ן לו ל 3 בחתק, אק | 16 2 = )א 0 ",,https://drive.google.com/file/d/1ydJG4VHctwRtrjxd2n2gjEeyjSm1wFWQ,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
IDGNAZIM000184,"\CD00085 גורי, חיים - גורי, חיים\2111.tif",1KtyC37pH5fXxYv_5Fa7leQdZb5MM8jvx,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2111.tif,גורי.חייס,"שלום,כורר רנה","גורי.חייסשלום,כורר רנהידריטוה אתחרונוה.ח אדר כשמה,כר53.!62.! עמ6",,"121,0 1269,0 121,772 1269,772","121,0 1269,0 121,772 1269,772","121,0 1269,0 121,772 1269,772",,TRUE,"גורי.חייס שלום,כורר רנה ידריטוה אתחרונוה.ח אדר כשמה,כר53.!62.! עמ6 ","גורי.חייט שלום,מורה רנה ידיעות אחרונות.ח אדר תשמה.1.5.1985 עמ6 ","ה ידריטוה אתחרונוה.ח אדר כשמה,כר53.!62.! עמ6 ",ה ידיעות אחרונות.ח אדר תשמה.1.5.1985 עמ6 ,,https://drive.google.com/file/d/1KtyC37pH5fXxYv_5Fa7leQdZb5MM8jvx,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000185,"\CD00085 גורי, חיים - גורי, חיים\2069.tif",1PzLvvUbwH9YfM5yuRPdS4qwIhm1WpXne,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2069.tif,ים,"גורי,חי","יריעטוה אהרונוה,ספרוה.יר ניסן הש""ן0.4.1900עצמ","טיר המעלות
נטיר\
","946,21 1203,21 946,96 1203,96","946,21 1203,21 946,96 1203,96","54,475 1122,475 54,696 1122,696","628,192 998,192 628,319 998,319",TRUE,"גורי,חיים טליר המעלות נסירן יריעטוה אהרונוה,ספרוה.יר ניסן הש""ן0.4.1900 עצמ ","גורי.חיים שיר המעלות שיר \ ידיעות אחרונות,ספרות.יד ניסן תש""ן9.4.1990 עמ ","ן יריעטוה אהרונוה,ספרוה.יר ניסן הש""ן0.4.1900 עצמ "," ידיעות אחרונות,ספרות.יד ניסן תש""ן9.4.1990 עמ ",,https://drive.google.com/file/d/1PzLvvUbwH9YfM5yuRPdS4qwIhm1WpXne,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000186,"\CD00085 גורי, חיים - גורי, חיים\2089.tif",1Lct9YcwTB0HjCI8th-j71IGjQvZJ9jaT,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2089.tif,"גורי, תייסם",,"מעריב,ימים ולילות, ה' אייר תסל""ח,(2,5,78!),?"" 12","טירי 30 שגהן
","913,132 1140,132 913,195 1140,195",,"176,603 1199,603 176,671 1199,671","815,264 1081,264 815,325 1081,325",TRUE,"גורי, תייסם טירי 30 שגהן באב אל ואד מעריב,ימים ולילות, ה' אייר תסל""ח,(2,5,78!),?"" 12 ","גורי, חייס שירי 30 שגתן באב אל ואד מעריב,ימים ולילות, ה"" אייר תשל""ח, (12.5.78),עמ"" 32 "," באב אל ואד מעריב,ימים ולילות, ה' אייר תסל""ח,(2,5,78!),?"" 12 ","באב אל ואד מעריב,ימים ולילות, ה"" אייר תשל""ח, (12.5.78),עמ"" 32 ",,https://drive.google.com/file/d/1Lct9YcwTB0HjCI8th-j71IGjQvZJ9jaT,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000187,"\CD00085 גורי, חיים - גורי, חיים\2066.tif",1vSGMh6u2FBidg7PZHEQX10wQypIpTIkK,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2066.tif,"גורי, ח""ש",,"במעלה, כרך יח, גל' 17-18, כט באלול תש""ט(283.9.49), עמ' 577","שיר אילת

טי
","881,73 1261,73 881,180 1261,180",,"32,541 1251,541 32,829 1251,829","515,194 808,194 515,397 808,397",TRUE,"גורי, ח""ש שיר אילת טי במעלה, כרך יח, גל' 17-18, כט באלול תש""ט (283.9.49), עמ' 577 ","יגורי, ח""ם ‏ שיר אילת שי במעלה, כרך יח, גל' 17-18, כט באלול תש""ט (58.9.49), עמ' 7 ","במעלה, כרך יח, גל' 17-18, כט באלול תש""ט (283.9.49), עמ' 577 ","שי במעלה, כרך יח, גל' 17-18, כט באלול תש""ט (58.9.49), עמ' 7 ",,https://drive.google.com/file/d/1vSGMh6u2FBidg7PZHEQX10wQypIpTIkK,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000188,"\CD00085 גורי, חיים - גורי, חיים\2087.tif",1DgT-mMgOX-rJayWqxd1rWSPtGTgY0Sjm,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2087.tif,₪,,5צ.8,"וכו
","789,239 982,239 789,375 982,375",,"848,698 1032,698 848,800 1032,800","359,30 1255,30 359,151 1255,151",TRUE,"=|7; , כו .\\5,9 0 5 2 . 5.49 5 ","- | כ; ,| כ , 97 5 5 ",,,,https://drive.google.com/file/d/1DgT-mMgOX-rJayWqxd1rWSPtGTgY0Sjm,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
IDGNAZIM000189,"\CD00085 גורי, חיים - גורי, חיים\2083.tif",1HiknGw-_rTo7ArsNV647eZQ7Ub9tcQhC,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2083.tif,"הסיירה,",,והרסייפנים,"ו7.2.6ו,
","707,285 864,285 707,330 864,330",,"399,285 598,285 399,328 598,328","747,601 918,601 747,655 918,655",TRUE,"לכרחב, רפיירה, ו7.2.0ו, עזי הזמן 2 - והרסייפנים (חהום: הגור) ","גורי, חיים השיירהח, הזמן והסייפנים (חתום: חגור) למרחב, 17.2.61, ע"" 2 ","7.2.0ו, עזי הזמן 2 - והרסייפנים (חהום: הגור) ","הח, הזמן והסייפנים (חתום: חגור) למרחב, 17.2.61, ע"" 2 ",,https://drive.google.com/file/d/1HiknGw-_rTo7ArsNV647eZQ7Ub9tcQhC,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000190,"\CD00085 גורי, חיים - גורי, חיים\2070.tif",1h_4GS-tqpkBwrbxMeh5Kl0ARK76UcHAd,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2070.tif,0 ר,,"/ 2 3) 4 8 ₪41 5 460 \ / ,(ר |","(05\5, | ור ה
","861,213 1027,213 861,350 1027,350",,"268,506 1149,506 268,825 1149,825","196,249 836,249 196,406 836,406",TRUE,"8 ,990 0 ו | 5 רו -, ב0. 1 0 06 84 1 ","6[ כ( 5 ו 099 3095 --, 1 8230065 900 0 "," -, ב0. 1 0 06 84 1 ","5 --, 1 8230065 900 0 ",,https://drive.google.com/file/d/1h_4GS-tqpkBwrbxMeh5Kl0ARK76UcHAd,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
IDGNAZIM000191,"\CD00085 גורי, חיים - גורי, חיים\2094.tif",1iqTEIKhJBftab-j6znbhWuvUuvYYTA56,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2094.tif,", הייס",גורי,"דבר, יב חשון תפל""ז,(5.1!,760),עמ"" 2","(מדור רשימות סוף העבוק)

7 ינר
","972,33 1207,33 972,98 1207,98","972,33 1207,33 972,98 1207,98","375,531 1096,531 375,598 1096,598","319,231 804,231 319,366 804,366",TRUE,"גורי, חיים סירים ושערים (מדור רשימות סוף העבוק) ( חתוס וט הגו (6. :ו ל דבר, יב חשון תפל""ז,(5.1!,760),עמ"" 2 פּ ","- גורי, חיים שירים ושערים (מדור רשימות סוף השבוע) חתום הגו (6% 300% ל דבר, יב חשון תשל""ז,(5.11,76),עמ"" 2 ","העבוק) ( חתוס וט הגו (6. :ו ל דבר, יב חשון תפל""ז,(5.1!,760),עמ"" 2 פּ ","ף השבוע) חתום הגו (6% 300% ל דבר, יב חשון תשל""ז,(5.11,76),עמ"" 2 ",,https://drive.google.com/file/d/1iqTEIKhJBftab-j6znbhWuvUuvYYTA56,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000192,"\CD00085 גורי, חיים - גורי, חיים\2091.tif",1szWUGHj1Br2jtPGXmkmH2mLpNYuA7XhF,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2091.tif,"גורי, חתים",,[טני גר פעת בסמר ישן ][וזה עחד המקריט הפטחוה ירוכים],"שנח נ1ג,

ג""' לט, כב בטלול תשל""ר
(13.9.74), עמ' 6047
","833,71 1224,71 833,167 1224,167",,"95,232 989,232 95,429 989,429","59,539 1178,539 59,789 1178,789",TRUE,"גורי, חמ שירים וני גר פעת בסמר ישן] [וזה אחר המקריט הטחוה ירוכים] הרטר, שנה נג, ג""' לט, כם בוקלול השל""ר (13.9.74), עמ' 6047 ","גורי, חים | - 0 שירים [אני גר פעת בספר ישן] [וזה אחד המקרים הפחות ידועים] הדאר, שנח נג, גל' לט, כב באלול תשל""ד (18.9.74), עמ' 647 ","ם] הרטר, שנה נג, ג""' לט, כם בוקלול השל""ר (13.9.74), עמ' 6047 ","ות ידועים] הדאר, שנח נג, גל' לט, כב באלול תשל""ד (18.9.74), עמ' 647 ",,https://drive.google.com/file/d/1szWUGHj1Br2jtPGXmkmH2mLpNYuA7XhF,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000193,"\CD00085 גורי, חיים - גורי, חיים\2071.tif",1B7bZ_1aR0BO6i2tm02Mns2PcdZu6k8Q8,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2071.tif,"גורי,טיים",,"גורי,טיים","הרונוה,.
","985,40 1239,40 985,106 1239,106",,"985,40 1239,40 985,106 1239,106","835,506 1035,506 835,562 1035,562",TRUE,"גורי,טיים יר הר""טות ידיצלות הרונוה. יריכת ","גורי,חטיים שיר הרעות ידיעות אהחרונות,שירים בעקבות לוחמים,ד אייר תשמג 0 5 <למ15 הל ",ת ידיצלות הרונוה. יריכת ,"ות ידיעות אהחרונות,שירים בעקבות לוחמים,ד אייר תשמג 0 5 <למ15 הל ",,https://drive.google.com/file/d/1B7bZ_1aR0BO6i2tm02Mns2PcdZu6k8Q8,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000194,"\CD00085 גורי, חיים - גורי, חיים\2090.tif",1GcGXM8dfeDIjAnH_4hYUN10CAMjydm-f,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2090.tif,"גורי, תיים",4,"כלון אורחיס,-בתחנה הרכבת,- קוציס(מהוך הרחק מאלגרינה)|[שלשה סיריס (","רכר,סשא, י"" פבת השל""ז, (31,12.76), עם"" דו
","949,117 1182,117 949,182 1182,182","949,117 1182,117 949,182 1182,182","56,367 993,367 56,526 993,526","380,651 1234,651 380,840 1234,840",TRUE,"גורי, תייטס סיריס 1977-1947 כלון אורחיס,-בתחנה הרכבת,- קוציס (מתוןך הרהק פאלגרינה)[שלטה סירים ( רכר,סשא, י"" פבת השל""ז, (31,12.76), עם"" דו ","גורי, חיים שיריס 1977-1947ן מלון אורחיט,-בתחנת הרכבת,- קוציםס (פמתוך הרחק פאלגר נה) [שלטה שיריט ( רבר,משא, י"" טבת תשל""ז, (31.12.76), עמ"" 17 ","- קוציס (מתוןך הרהק פאלגרינה)[שלטה סירים ( רכר,סשא, י"" פבת השל""ז, (31,12.76), עם"" דו ","- קוציםס (פמתוך הרחק פאלגר נה) [שלטה שיריט ( רבר,משא, י"" טבת תשל""ז, (31.12.76), עמ"" 17 ",,https://drive.google.com/file/d/1GcGXM8dfeDIjAnH_4hYUN10CAMjydm-f,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000195,"\CD00085 גורי, חיים - גורי, חיים\2088.tif",1JCOsMmEtERMfw0iR0H7QQsL-2qsZoiT1,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2088.tif,"גורי,היים",,"סוגניה ער בני 48 .פאריור .- הקרב עלירי-נבכלהכר כנחברה כשכוחר:כירמובו-פגיילר בפקיו 10070:ל לילרהרד בכות,","גורי,היים

","906,77 1242,77 906,245 1242,245",,"0,284 1276,284 0,876 1276,876","906,77 1242,77 906,245 1242,245",TRUE,"גורי,היים סוגיה על בגני פארידר .- רקו גנל ירי-נבכלהכר כנחברה כשכוחר: כיר מובו-פגיילר בפקיו 10070 :ל לילר הרד בכות , ","גורל,חיים שררי-מלחמה ממחברת שכותהן סוגטה על בבי 48 .- שיר על לללה אחד בסגת 49 .- הכובשים,- פארידה .- הקרב על אבו-עגייללה בסתיו 1949 למהחב,18.5.1959,עמ. 5 ","גני פארידר .- רקו גנל ירי-נבכלהכר כנחברה כשכוחר: כיר מובו-פגיילר בפקיו 10070 :ל לילר הרד בכות , "," ממחברת שכותהן סוגטה על בבי 48 .- שיר על לללה אחד בסגת 49 .- הכובשים,- פארידה .- הקרב על אבו-עגייללה בסתיו 1949 למהחב,18.5.1959,עמ. 5 ",,https://drive.google.com/file/d/1JCOsMmEtERMfw0iR0H7QQsL-2qsZoiT1,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000196,"\CD00085 גורי, חיים - גורי, חיים\2075.tif",1GfDyzvA5S_gZmr9pAjvgy5UOoYTZCAYv,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2075.tif,"ר', חיי",,"ר', חיי","0. וו,
","889,3 1111,3 889,51 1111,51",,"889,3 1111,3 889,51 1111,51","527,596 699,596 527,646 699,646",TRUE,"ר'י, הידי סיר ליום סדב ","גורל, תיית. שיר ליום שרב דבר, כ""ז סיון תש""מ, 11.6.80, עמ""2 ",ליום סדב ,"ר ליום שרב דבר, כ""ז סיון תש""מ, 11.6.80, עמ""2 ",,https://drive.google.com/file/d/1GfDyzvA5S_gZmr9pAjvgy5UOoYTZCAYv,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000197,"\CD00085 גורי, חיים - גורי, חיים\2074.tif",1SLCSl6t_rk-y8lQ4d66EfFJc2LW5QRdq,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2074.tif,/,,מ[ - ת 0 כ | [29.9%],"2

7
.
פּ
","723,209 904,209 723,396 904,396",,"214,21 1256,21 214,165 1256,165","461,617 1006,617 461,850 1006,850",TRUE,"5 / ./ 9. ו 6"" / ",אכ - 9 כ 97 ה 5 8 ו ,,,,https://drive.google.com/file/d/1SLCSl6t_rk-y8lQ4d66EfFJc2LW5QRdq,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
IDGNAZIM000198,"\CD00085 גורי, חיים - גורי, חיים\2082.tif",1uQGbW0B7UAaPrwOtesTdKuNPeDo7IDq_,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2082.tif,"גורי, חיים",,"גורי, חיים","סירה צעירת
","634,37 939,37 634,124 939,124",,"634,37 939,37 634,124 939,124","393,244 696,244 393,315 696,315",TRUE,"גורי, חיים סירה צעירת ","גורי, חיים טשירה צעירה למרחב, משא, 5.9.1958 עמ. א ", ,"ה למרחב, משא, 5.9.1958 עמ. א ",,https://drive.google.com/file/d/1uQGbW0B7UAaPrwOtesTdKuNPeDo7IDq_,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM000199,"\CD00085 גורי, חיים - גורי, חיים\2081.tif",1Hn9KbU-ldkeoOoaFn6-G1aicjykMP3yv,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,2081.tif,הייס,גירי.ן,"פעריב,ספרות,יו אדרר תשל""ט,(16.3.7%), עפ"" 45","הסירת ותזפןן לאן נקרחאת הטירה העבריה1
","896,50 1133,50 896,116 1133,116","896,50 1133,50 896,116 1133,116","182,498 1063,498 182,569 1063,569","227,180 985,180 227,246 985,246",TRUE,"גורי, חיים הסירת ותזפןן לאן נקרחאת הטירה העבריה1 הטץ טני8 לעפות אלתרפן פעריב,ספרות,יו אדרר תשל""ט,(16.3.7%), עפ"" 45 ","גורי, חיים הסירה והזפן; לאן נקראת השירה חעברית? תסע שנים לעפות אלתרמן מעריב,ספרות,יז אדר תשל""ט,(16.3.79), עמ"" 45 "," הטץ טני8 לעפות אלתרפן פעריב,ספרות,יו אדרר תשל""ט,(16.3.7%), עפ"" 45 ","תסע שנים לעפות אלתרמן מעריב,ספרות,יז אדר תשל""ט,(16.3.79), עמ"" 45 ",,https://drive.google.com/file/d/1Hn9KbU-ldkeoOoaFn6-G1aicjykMP3yv,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
